Compound_name,y_pred,y_test
Sebuthylazine,8.698323257867646,6.3125
aldicarb,8.698323257867646,1.010416667
MCPB,8.698323257867646,21.32291667
indole-3-butyric acid,8.698323257867646,11.4375
ATRAZIN-DESETHYL-2-HYDROXY,8.698323257867646,1.520833333
mecoprop-P,8.698323257867646,45.85416667
cyanazin,8.698323257867646,4.9375
ISOPROTURON,8.698323257867646,4.729166667
metamitron,8.698323257867646,0.78125
terbutylazine,8.698323257867646,9.5625
linuron,8.698323257867646,10.71875
alachlor,8.698323257867646,5.135416667
"1,3-butanediol diacrylate",8.698323257867646,1.541666667
nortriptyline,8.698323257867646,2.458333333
"3,4-dichloro aniline",8.698323257867646,3.645833333
"5,7-dimethoxycoumarin",8.698323257867646,5.453608247
quercetin,8.698323257867646,8.721649485
formononetin,8.698323257867646,0.886597938
(+)-catechin hydrate,8.698323257867646,5.690721649
naringin,8.698323257867646,7.81443299
(-)-epicatechin,8.698323257867646,6.288659794
(+)-catechin,8.698323257867646,9.680412371
tert-butylhydroquinone,8.698323257867646,10.07216495
propyl gallate,8.698323257867646,10.37113402
folinic acid sodium salt,8.698323257867646,11.04123711
riboflavin,8.698323257867646,0.505154639
L-(+)-ascorbic acid,8.698323257867646,0.381443299
hydrochloridethiazide,8.698323257867646,4.505154639
"5,5-diphenylhydantoin",8.698323257867646,16.92783505
antipyrine,8.698323257867646,1.847826087
acetaminophen,8.698323257867646,0.979381443
isoeugenol,8.698323257867646,6.381443299
eugenol,8.698323257867646,4.010309278
L-(-)-carvone,8.698323257867646,2.804123711
vanillin,8.698323257867646,1.979381443
geraniol,8.698323257867646,4.639175258
camphor,8.698323257867646,2.082474227
o-methylanisole,8.698323257867646,3.371134021
cinnamaldehyde,8.698323257867646,2.845360825
cinnamyl alcohol,8.698323257867646,2.275510204
dimethyl phthalate,8.698323257867646,1.886597938
isopropyl isocyanate,8.698323257867646,0.757575758
methylparaben,8.698323257867646,3.363636364
ethylparaben,8.698323257867646,5.693877551
butylparaben,8.698323257867646,19.56565657
cefamandole,8.698323257867646,33.05102041
fmoc chloride,8.698323257867646,0.288659794
(+)-griseofulvin,8.698323257867646,9.37755102
hippuric acid,8.698323257867646,5.581632653
3-nitrophenol,8.698323257867646,3.360824742
thymine,8.698323257867646,0.142857143
carbamazepine,8.698323257867646,5.142857143
abiraterone,8.698323257867646,2.826530612
estriol,8.698323257867646,12.51020408
chlorambucil,8.698323257867646,24.94897959
2-hydroxypyridine,8.698323257867646,0.336734694
piroxicam,8.698323257867646,4.673469388
methyl-p-toluene sulfonate,8.698323257867646,3.278350515
tropic acid,8.698323257867646,1.96969697
PyBOP,8.698323257867646,3.252525253
p-toluenesulfonyl isocyanate,8.698323257867646,1.643564356
rifampicin,8.698323257867646,9.0
thiamethoxam,8.698323257867646,0.826530612
4-(dimethylamino)benzoic acid,8.698323257867646,3.469387755
