Compound_name,y_pred,y_test
"5,7-dimethoxycoumarin",8.844927461860292,5.453608247
trans-ferulic acid,8.844927461860292,2.948453608
quercetin,8.844927461860292,8.721649485
formononetin,8.844927461860292,0.886597938
Rutin Hydrate,8.844927461860292,9.773195876
(+)-catechin hydrate,8.844927461860292,5.690721649
pentoxifylline,8.844927461860292,0.927835052
naringin,8.844927461860292,7.81443299
(-)-epicatechin,8.844927461860292,6.288659794
(+)-catechin,8.844927461860292,9.680412371
tert-butylhydroquinone,8.844927461860292,10.07216495
propyl gallate,8.844927461860292,10.37113402
folinic acid sodium salt,8.844927461860292,11.04123711
riboflavin,8.844927461860292,0.505154639
L-(+)-ascorbic acid,8.844927461860292,0.381443299
hydrochloridethiazide,8.844927461860292,4.505154639
"5,5-diphenylhydantoin",8.844927461860292,16.92783505
acetaminophen,8.844927461860292,0.979381443
isoeugenol,8.844927461860292,6.381443299
eugenol,8.844927461860292,4.010309278
L-(-)-carvone,8.844927461860292,2.804123711
vanillin,8.844927461860292,1.979381443
(+)-carvone,8.844927461860292,2.845360825
geraniol,8.844927461860292,4.639175258
camphor,8.844927461860292,2.082474227
o-methylanisole,8.844927461860292,3.371134021
cinnamaldehyde,8.844927461860292,2.845360825
cinnamyl alcohol,8.844927461860292,2.275510204
dimethyl phthalate,8.844927461860292,1.886597938
diethyl phthalate,8.844927461860292,3.918367347
isopropyl isocyanate,8.844927461860292,0.757575758
methylparaben,8.844927461860292,3.363636364
cefamandole,8.844927461860292,33.05102041
myclobutanil,8.844927461860292,12.58762887
fmoc chloride,8.844927461860292,0.288659794
(+)-griseofulvin,8.844927461860292,9.37755102
hippuric acid,8.844927461860292,5.581632653
3-nitrophenol,8.844927461860292,3.360824742
thymine,8.844927461860292,0.142857143
carbamazepine,8.844927461860292,5.142857143
dansyl chloride,8.844927461860292,6.826530612
abiraterone,8.844927461860292,2.826530612
chlorambucil,8.844927461860292,24.94897959
2-hydroxypyridine,8.844927461860292,0.336734694
piroxicam,8.844927461860292,4.673469388
methyl-p-toluene sulfonate,8.844927461860292,3.278350515
tropolone,8.844927461860292,2.908163265
tropic acid,8.844927461860292,1.96969697
PyBOP,8.844927461860292,3.252525253
p-toluenesulfonyl isocyanate,8.844927461860292,1.643564356
rifampicin,8.844927461860292,9.0
thiamethoxam,8.844927461860292,0.826530612
4-(dimethylamino)benzoic acid,8.844927461860292,3.469387755
