Compound_name;;y_test;y_pred
chlorambucil;;24.94897959;15.9158025
2-hydroxypyridine;;0.336734694;4.064079896
piroxicam;;4.673469388;8.38571021
methyl-p-toluene sulfonate;;3.278350515;5.522110482
tropolone;;2.908163265;4.919029249
tropic acid;;1.96969697;5.682610437
PyBOP;;3.252525253;8.259524729
p-toluenesulfonyl isocyanate;;1.643564356;5.304045391
rifampicin;;9;10.31980541
4-(dimethylamino)benzoic acid;;3.469387755;6.4405236
