Compound_name;;y_test;y_pred
L-(-)-carvone;;2.804123711;3.906525239
vanillin;;1.979381443;3.434061829
(+)-carvone;;2.845360825;3.918088161
camphor;;2.082474227;4.340464927
o-methylanisole;;3.371134021;3.20603903
cinnamaldehyde;;2.845360825;3.208351436
cinnamyl alcohol;;2.275510204;3.40752618
dimethyl phthalate;;1.886597938;3.924768794
diethyl phthalate;;3.918367347;5.391708113
isopropyl isocyanate;;0.757575758;2.402558315
methylparaben;;3.363636364;3.584208071
ethylparaben;;5.693877551;4.718567485
butylparaben;;19.56565657;7.494248425
cefamandole;;33.05102041;8.482113102
myclobutanil;;12.58762887;8.241527442
fmoc chloride;;0.288659794;5.929745238
(+)-griseofulvin;;9.37755102;7.771142548
hippuric acid;;5.581632653;4.930302452
3-nitrophenol;;3.360824742;3.212924063
thymine;;0.142857143;2.487721873
carbamazepine;;5.142857143;5.720477932
dansyl chloride;;6.826530612;5.658483603
abiraterone;;2.826530612;11.53923616
estriol;;12.51020408;11.71249177
2-hydroxypyridine;;0.336734694;2.226527798
piroxicam;;4.673469388;5.812061036
methyl-p-toluene sulfonate;;3.278350515;3.745080925
tropolone;;2.908163265;2.815039089
tropic acid;;1.96969697;4.100218695
PyBOP;;3.252525253;6.889202479
p-toluenesulfonyl isocyanate;;1.643564356;3.515595369
rifampicin;;9;6.977846549
thiamethoxam;;0.826530612;4.16331833
4-(dimethylamino)benzoic acid;;3.469387755;4.495504928
