Compound_name,y_pred,y_test
vanillin,8.524721560139707,1.979381443
(+)-carvone,8.524721560139707,2.845360825
geraniol,8.524721560139707,4.639175258
camphor,8.524721560139707,2.082474227
cinnamaldehyde,8.524721560139707,2.845360825
cinnamyl alcohol,8.524721560139707,2.275510204
diethyl phthalate,8.524721560139707,3.918367347
isopropyl isocyanate,8.524721560139707,0.757575758
methylparaben,8.524721560139707,3.363636364
ethylparaben,8.524721560139707,5.693877551
butylparaben,8.524721560139707,19.56565657
cefamandole,8.524721560139707,33.05102041
myclobutanil,8.524721560139707,12.58762887
fmoc chloride,8.524721560139707,0.288659794
(+)-griseofulvin,8.524721560139707,9.37755102
hippuric acid,8.524721560139707,5.581632653
3-nitrophenol,8.524721560139707,3.360824742
thymine,8.524721560139707,0.142857143
carbamazepine,8.524721560139707,5.142857143
dansyl chloride,8.524721560139707,6.826530612
abiraterone,8.524721560139707,2.826530612
estriol,8.524721560139707,12.51020408
chlorambucil,8.524721560139707,24.94897959
2-hydroxypyridine,8.524721560139707,0.336734694
piroxicam,8.524721560139707,4.673469388
methyl-p-toluene sulfonate,8.524721560139707,3.278350515
tropolone,8.524721560139707,2.908163265
tropic acid,8.524721560139707,1.96969697
PyBOP,8.524721560139707,3.252525253
p-toluenesulfonyl isocyanate,8.524721560139707,1.643564356
rifampicin,8.524721560139707,9.0
thiamethoxam,8.524721560139707,0.826530612
