Compound_name,y_pred,y_test
chlorambucil,24.948801040649414,24.94897959
2-hydroxypyridine,0.33661460876464844,0.336734694
methyl-p-toluene sulfonate,3.2782230377197266,3.278350515
tropolone,2.908061981201172,2.908163265
tropic acid,1.9696292877197266,1.96969697
PyBOP,3.252361297607422,3.252525253
p-toluenesulfonyl isocyanate,1.6434574127197266,1.643564356
rifampicin,8.999860763549805,9.0
thiamethoxam,0.8264751434326172,0.826530612
4-(dimethylamino)benzoic acid,3.469287872314453,3.469387755
